,PIID,Prepared Date,Date Signed,Contracting Office Region,Modification Number,Period of Performance Start Date,Funding Office ID,Principal Place of Performance Country Name,Vendor Name,Referenced  IDV PIID,Referenced IDV Mod Number,(Last Date To Order),Purchase Card as Payment Method Code,Purchase Card as Payment Method Description,Description of Requirement,IDV NAICS Code,IDV NAICS Description,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance Country Code,Base and Exercised Options Value,Action Obligation,Base and All Options Value (Total Contract Value),cluster id,confidence
540,19z11519f0198,3/28/19,3/28/19,af,0,3/28/19,19xaf0,zimbabwe,miscellaneous foreign awardees,19z11518d0002,0,,n,no,igf::ot::igf econet bill february 2019,238990.0,all other specialty trade contractors,238990,all other specialty trade contractors,d324,it and telecom- business continuity,zwe,"10,923.95","10,923.95","10,923.95",283,1.0
541,19za6020f0214,08/12/20,3/16/20,af,0,3/16/20,19x0b0,zambia,rockbelt investment ltd,19za6019d0005,0,,n,no,fac: idiq interior and exterior painting at 23c sable,236118.0,residential remodelers,236118,residential remodelers,s216,housekeeping- facilities operations support,zmb,"6,212.53","6,212.53","6,212.53",284,1.0
542,19za6020p0447,08/07/20,08/07/20,af,0,08/07/20,19x0b0,zambia,miscellaneous foreign awardees,,,,n,no,fac:4936 lukulu rd. generator installation works,,,238210,electrical contractors and other wiring installation contractors,n061,installation of equipment- electric wire and power distribution equipment,zmb,"11,053.20","11,053.20","11,053.20",285,1.0
543,set10017f0679,8/23/17,8/23/17,af,0,8/23/17,19xhr0,ethiopia,green international logistic services p.l.c /gils/,set10016d0003,0,,n,no,packing edison mcbayne uab/hhe,488991.0,packing and crating,488991,packing and crating,8145,specialized shipping and storage containers,eth,"5,654.02","5,654.02","5,654.02",286,1.0
544,set10017f0679,08/03/20,08/03/20,af,m001,8/23/17,19xhr0,ethiopia,green international logistic services p.l.c /gils/,set10016d0003,0,,n,no,state/gso/shipping:packing edison mcbayne uab/hhe,488991.0,packing and crating,488991,packing and crating,8145,specialized shipping and storage containers,eth,"(2,998.18)","(2,998.18)","(2,998.18)",287,1.0
545,sgt50016m0753,10/24/19,9/20/16,wh,0,9/20/16,19xwha,guatemala,miscellaneous foreign awardees,,0,,n,no,fac - bimonthly chancery ups preventive maintenance,,,238210,electrical contractors and other wiring installation contractors,5975,electrical hardware and supplies,gtm,"8,635.78","8,635.78","8,635.78",288,1.0
546,shu20017m0430,08/11/20,6/26/17,eu,0,6/26/17,19xeur,hungary,miscellaneous foreign awardees,,,,n,no,fm-pr6372477-cafeteria kitchen exh. semi annual.pm-obo,,,811412,appliance repair and maintenance,z1aa,maintenance of office buildings,hun,"2,825.12","2,825.12","2,825.12",109,0.9195644863954879
547,shu20017m0430,08/12/20,6/20/18,eu,m001,6/20/18,19xeur,hungary,miscellaneous foreign awardees,,,,n,no,fm-pr6372477-cafeteria kitchen exh. semi annual.pm-obo,,,811412,appliance repair and maintenance,z1aa,maintenance of office buildings,hun,"2,586.01","2,586.01","10,469.31",109,0.9195644863954879
548,shu20017m0430,8/14/20,06/12/19,eu,m002,06/12/19,19xeur,hungary,miscellaneous foreign awardees,,,,n,no,fm-pr6372477-cafeteria kitchen exh. semi annual.pm-obo,,,811412,appliance repair and maintenance,z1aa,maintenance of office buildings,hun,"2,587.60","2,587.60",121.30,109,0.9195644863954879
549,shu20017m0430,8/14/20,08/11/20,eu,m003,6/26/17,19xeur,hungary,miscellaneous foreign awardees,,,,n,no,fm-pr6372477-cafeteria kitchen exh. semi annual.pm-obo,,,811412,appliance repair and maintenance,z1aa,maintenance of office buildings,hun,"2,587.60","2,587.60",25.16,109,0.9195644863954879
550,sin29217m0704,9/29/17,9/29/17,sc,0,9/29/17,19xsca,india,miscellaneous foreign awardees,,,,n,no,igf::ot::igf mosquito magnet for addressing mosquito issues at ncc,,,561710,exterminating and pest control services,6840,pest control agents and disinfectants,ind,"5,741.89","5,741.89","5,741.89",289,1.0
551,sin29217v0213,09/05/17,09/05/17,sc,0,09/05/17,19xsca,india,apple inc.,,,,y,yes,igf::ot::igf kh-6607080-icass: fy17 eoy wl - iphone 7 - irm - p10,,,334210,telephone apparatus manufacturing,5805,telephone and telegraph equipment,ind,"9,600.00","9,600.00","9,600.00",290,1.0
552,ssf75016m0381,03/07/16,03/07/16,af,0,03/07/16,af,south africa,miscellaneous foreign awardees,,0,,n,no,igf::ot::igf cmr wireless network and internet services,,,517210,wireless telecommunications carriers (except satellite),d304,it and telecom- telecommunications and transmission,zaf,"4,320.55","4,320.55","4,320.55",110,0.9195644855499268
553,ssf75016m0381,03/07/17,03/07/17,af,1,03/07/17,19xaf0,south africa,miscellaneous foreign awardees,,0,,n,no,igf::ot::igf cmr wireless network and internet services,,,517210,wireless telecommunications carriers (except satellite),d304,it and telecom- telecommunications and transmission,zaf,868.62,868.62,868.62,110,0.9195644855499268
554,ssf75016m0381,8/24/20,8/24/20,af,m002,03/07/16,19xaf0,south africa,miscellaneous foreign awardees,,,,n,no,cmr wireless network and internet services,,,517210,wireless telecommunications carriers (except satellite),d304,it and telecom- telecommunications and transmission,zaf,(656.12),(656.12),(656.12),291,1.0
